SUID	alias	canonicalName	Column 1	Column 3	EnsId	GoDesc	GoId	InterDesc	InterId	KeggDesc	KeggId	MCODE_Cluster	MCODE_Node_Status	MCODE_Score	name	PsId	PsIdUniq	selected	shared name	SwId
269	IL10RA	IL10RA	IL10RA	IL10RA	ENSG00000110324	C:plasma membrane|F:interleukin-10 receptor activity|F:receptor activity|C:membrane|F:hematopoietin/interferon-class (D200-domain...	5886|4920|4872|16020|4896	FN_III-like	IPR008957	Cytokine-cytokine receptor interaction|Jak-STAT signaling pathway	4060|4630		Unclustered	0	IL10RA	204912_at	204912_at	TRUE	IL10RA	Q13651|Q59F35
270	PTRF	PTRF	PTRF	PTRF	ENSG00000177469							Cluster 17	Seed	1125	PTRF	208789_at|208790_s_at	208790_s_at	TRUE	PTRF	Q6NZI2
271	INPP5D	INPP5D	INPP5D	INPP5D	ENSG00000168918	F:inositol or phosphatidylinositol phosphatas...|P:intracellular signaling cascade|F:inositol-polyphosphate 5-phosphatase activity|P:phosphate metabolism|P:signal transduction|F:protein binding	4437|7242|4445|6796|7165|5515	Exo_endo_phos|IPPc|SH2|AT_hook_DNA_bd	IPR005135|IPR000300|IPR000980|IPR000637				Unclustered	0	INPP5D	203331_s_at|203332_s_at	203332_s_at	TRUE	INPP5D	O00145|Q13544|Q13545|Q6P5A4|Q92656|Q92835|Q9UE80
272	RAB6C	RAB6C	RAB6C	RAB6C	ENSG00000175582	C:Golgi apparatus|F:GTPase activity|F:protein binding|C:intracellular|P:response to drug|P:small GTPase mediated signal transduction|C:membrane|F:GTP binding|F:nucleotide binding|P:protein transport	5794|3924|5515|5622|42493|7264|16020|5525|166|15031	GTPase_Rab|Rab6_like|Ras|Ras_trnsfrmng|Small_GTP_bd	IPR003579|IPR015600|IPR013753|IPR001806|IPR005225				Unclustered	2,22222E+15	RAB6C	210406_s_at	210406_s_at	TRUE	RAB6C	P20340|Q53ET8|Q5U0A8|Q6FGX3|Q6FIF7|Q9H0N0|Q9UL30
275	RNF11	RNF11	RNF11	RNF11	ENSG00000123091	C:ubiquitin ligase complex|F:DNA binding|F:protein binding|F:zinc ion binding|P:protein ubiquitination during ubiquitin-dep...	151|3677|5515|8270|42787	Znf_RING	IPR001841				Unclustered	0	RNF11	208924_at	208924_at	TRUE	RNF11	Q9Y3C5
276	PRKAR1A	PRKAR1A	PRKAR1A	PRKAR1A	ENSG00000108946	F:cAMP-dependent protein kinase regulator act...|F:protein binding|P:intracellular signaling cascade|P:regulation of transcription from RNA polyme...|C:cAMP-dependent protein kinase complex|P:protein amino acid phosphorylation|P:signal transduction	8603|5515|7242|6357|5952|6468|7165	cAMP/cGMP_kin|cNMP_bd|PK_regulatory|RIIa|RmlC-like_jellyroll	IPR002373|IPR000595|IPR012198|IPR003117|IPR014710	Apoptosis|Insulin signaling pathway	4210|4910		Unclustered	1,22449E+16	PRKAR1A	200603_at|200604_s_at|200605_s_at|217361_at	217361_at	TRUE	PRKAR1A	P10644|Q68DQ4|---
277	LOC152719	LOC152719		LOC152719								Cluster 3	Clustered	5,01183E+15	LOC152719	215978_x_at	215978_x_at	TRUE	LOC152719	---
278	221651_x_at	221651_x_at	221651_x_at	221651_x_at	ENSG00000163245	C:integral to membrane|C:membrane|F:MHC class I receptor activity|P:antigen presentation, endogenous antigen|P:antigen processing, endogenous antigen via ...|P:immune response	16021|16020|30106|19883|19885|6955	Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|Ig_V-set|Ig_V-set_sub	IPR007110|IPR013783|IPR003597|IPR003006|IPR013106|IPR003596			Cluster 2	Clustered	5,44E+16	221651_x_at	221651_x_at	221651_x_at	TRUE	221651_x_at	Q502W4|Q569I9|Q5EFE6|Q6GMV9|Q6GMW0|Q6GMW1|Q6GMX0|Q6GMX8|Q6GMX9|Q6P491|Q6P5R5|Q6P5S8|Q6PIH4|Q6PIH6|Q6PIH7|Q6PIL8|Q6PIT5|Q6PJF2|Q7Z3Y4|Q7Z473|Q8NEK0|Q8TCD0|Q9UL78|Q9UL83|Q9UL85|Q9UL86
279	PRKD2	PRKD2	PRKD2	PRKD2	ENSG00000105287	C:intracellular|F:ATP binding|F:protein serine/threonine kinase activity|P:intracellular signaling cascade|P:protein amino acid phosphorylation|F:diacylglycerol binding|F:metal ion binding|F:nucleotide binding|F:transferase activity|F:zinc ion binding	5622|5524|4674|7242|6468|19992|46872|166|16740|8270	DAG_PE_bd|PH|PH_type|PKC_mu_like|Prot_kin_mu_nu_D2|Prot_kinase|Ser_thr_pkin_AS|Ser_thr_pkinase	IPR002219|IPR001849|IPR011993|IPR015727|IPR014377|IPR000719|IPR008271|IPR002290				Unclustered	0	PRKD2	209282_at|38269_at	38269_at	TRUE	PRKD2	Q8N2H2|Q8NCK8|Q9BZL6
280	IRF7	IRF7	IRF7	IRF7	ENSG00000185507	C:cytoplasm|C:nucleus|F:DNA binding|F:specific RNA polymerase II transcription fa...|P:inflammatory response|P:negative regulation of transcription from R...|P:passive induction of host immune response b...|P:response to DNA damage stimulus|P:response to virus|P:transcription initiation from RNA polymeras...|F:transcriptional repressor activity|P:negative regulation of transcription	5737|5634|3677|3704|6954|122|46731|6974|9615|6367|16564|16481	IRF|MH2_Dwarfin-type|Wing_hlx_DNA_bd	IPR001346|IPR001132|IPR011991				Unclustered	1875	IRF7	208436_s_at	208436_s_at	TRUE	IRF7	O00485|O00486|Q92985|Q9UE79
281	NCF1	NCF1	NCF1	NCF1	ENSG00000165178	C:cytosol|C:soluble fraction|F:electron carrier activity|F:GTP binding|F:GTPase activity|F:protein binding|P:cellular defense response|F:phosphoinositide binding|P:electron transport|P:intracellular signaling cascade	5829|5625|9055|5525|3924|5515|6968|35091|6118|7242	p47_phox_C|P47PHOX|PX|SH3	IPR015039|IPR001655|IPR001683|IPR001452	Leukocyte transendothelial migration	4670		Unclustered	0	NCF1	204961_s_at|214084_x_at	214084_x_at	TRUE	NCF1	P14598|Q53FR5
282	THRAP1	THRAP1		THRAP1		C:mediator complex|C:nucleus|F:ligand-dependent nuclear receptor transcrip...|F:receptor activity|F:RNA polymerase II transcription mediator ac...|F:thyroid hormone receptor binding|F:vitamin D receptor binding|P:androgen receptor signaling pathway|P:positive regulation of transcription from R...|P:transcription initiation from RNA polymeras...	119|5634|30374|4872|16455|46966|42809|30521|45944|6367	TRAP_240kDa	IPR009401				Unclustered	16	THRAP1	201986_at|201987_at	201987_at	TRUE	THRAP1	Q6ZW04|Q9P0Q5|Q9UHV7
283	UBE4A	UBE4A	UBE4A	UBE4A	ENSG00000110344	C:ubiquitin ligase complex|F:ubiquitin conjugating enzyme activity|P:ubiquitin-dependent protein catabolism|F:ubiquitin-protein ligase activity|P:protein ubiquitination	151|4840|6511|4842|16567	Ubox	IPR003613				Unclustered	0	UBE4A	202038_at	202038_at	TRUE	UBE4A	Q14139|Q2M1H0
284	RPN1	RPN1	RPN1	RPN1	ENSG00000163902	C:oligosaccharyl transferase complex|P:protein amino acid N-linked glycosylation v...|P:protein modification|C:endoplasmic reticulum|C:integral to membrane|F:dolichyl-diphosphooligosaccharide-protein g...|P:protein amino acid glycosylation	8250|18279|6464|5783|16021|4579|6486	Ribophorin_I	IPR007676	N-Glycan biosynthesis|Glycan structures - biosynthesis 1	510|1030		Unclustered	2,22222E+15	RPN1	201011_at	201011_at	TRUE	RPN1	P04843|Q53EP4|Q68DT1|Q6IBR0|Q96HX3
285	PPIB	PPIB	PPIB	PPIB	ENSG00000166794	C:endoplasmic reticulum|C:endoplasmic reticulum lumen|F:peptidyl-prolyl cis-trans isomerase activity|F:unfolded protein binding|F:isomerase activity|P:protein folding	5783|5788|3755|51082|16853|6457	PPIase_cyclophilin	IPR002130				Unclustered	2,22222E+15	PPIB	200967_at|200968_s_at	200968_s_at	TRUE	PPIB	P23284|Q6IBH5
286	MSN	MSN		MSN		C:cytoskeleton|C:plasma membrane|F:receptor binding|F:structural constituent of cytoskeleton|P:cell motility|C:cytoplasm|C:membrane|F:binding|F:cytoskeletal protein binding	5856|5886|5102|5200|6928|5737|16020|5488|8092	Band_4.1_N|ERM_C|Ez/rad/moesin|FERM-type|PH_type	IPR000299|IPR011259|IPR000798|IPR014352|IPR011993	Leukocyte transendothelial migration|Regulation of actin cytoskeleton	4670|4810		Unclustered	0	MSN	200600_at	200600_at	TRUE	MSN	P26038|Q6PJT4
287	IGLV3-10	IGLV3-10	IGLV3-10	IGLV3-10	ENSG00000100208	C:integral to membrane|C:membrane|F:MHC class I receptor activity|P:antigen presentation, endogenous antigen|P:antigen processing, endogenous antigen via ...|P:immune response	16021|16020|30106|19883|19885|6955	Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|Ig_V-set|Ig_V-set_sub|tRNA-synt_I	IPR007110|IPR013783|IPR003597|IPR003006|IPR013106|IPR003596|IPR001412				Unclustered	16	IGLV3-10	216560_x_at	216560_x_at	TRUE	IGLV3-10	Q567P1|Q5CZ94|Q5FWF9|Q6DHW4|Q6GMV7|Q6GMV8|Q6GMW4|Q6GMW6|Q6GMX3|Q6GMX4|Q6IN99|Q6IPQ0|Q6NS95|Q6NS96|Q6P2J1|Q6P5S3|Q6PIK1|Q6PJG0|Q6PJR7|Q7Z2U3|Q7Z2U7|Q8N355|Q8N5F4|Q8NEJ1|Q8WUK3|Q96E61|Q96I69
288	PNRC2	PNRC2	PNRC2	PNRC2	ENSG00000186258							Cluster 12	Clustered	16	PNRC2	217779_s_at	217779_s_at	TRUE	PNRC2	Q9NPJ4
289	FNBP4	FNBP4	FNBP4	FNBP4	ENSG00000109920	C:actin cytoskeleton|C:integral to membrane|F:histamine receptor activity|F:structural molecule activity|P:cell adhesion|P:G-protein coupled receptor protein signalin...	15629|16021|4969|5198|7155|7186	Histamine_H3_recept|Vinculin/catenin|WW_Rsp5_WWP	IPR003980|IPR006077|IPR001202				Unclustered	16	FNBP4	212232_at	212232_at	TRUE	FNBP4	Q7Z666|Q8N3X1|Q9H985|Q9NT81|Q9Y2L7
290	UQCR	UQCR	UQCR	UQCR	ENSG00000127540	F:electron carrier activity|P:generation of precursor metabolites and energy	9055|6091	Ub-CytCRdtase_cplx_6.4kD	IPR015089			Cluster 7	Clustered	2,08333E+16	UQCR	202090_s_at	202090_s_at	TRUE	UQCR	O14957
293	SDHA	SDHA	SDHA	SDHA	ENSG00000185485	C:mitochondrion|C:respiratory chain complex II (sensu Eukaryota)|F:succinate dehydrogenase activity|P:electron transport|P:tricarboxylic acid cycle|F:DNA binding|F:integrase activity|F:ribonuclease H activity|F:zinc ion binding|P:DNA integration|F:FAD binding|F:oxidoreductase activity, acting on the CH-C...	5739|5749|104|6118|6099|3677|8907|4523|8270|15074|50660|16627	FAD_bind2_N|FAD_pyr_redox|FRD_SDH_FAD_BS|Pyr_redox|SDH_A_forward|SdhA_frdA_Gneg|Succ_DH_flav_C|Integrase_cat-core|Integrase_Zn-bd_N|RNase_H	IPR003953|IPR013027|IPR003952|IPR001100|IPR011281|IPR014006|IPR004112|IPR001584|IPR003308|IPR002156	Citrate cycle (TCA cycle)|Oxidative phosphorylation	20|190		Unclustered	0	SDHA	201093_x_at|222021_x_at	222021_x_at	TRUE	SDHA	P31040|Q59GW8|Q6ZMV2|Q8IW48
294	RPL31	RPL31	RPL31	RPL31	ENSG00000071082	C:membrane|P:circulation|P:positive regulation of cell proliferation|C:intracellular|C:ribosome|F:structural constituent of ribosome|P:protein biosynthesis	16020|8015|8284|5622|5840|3735|6412	Ribosomal_L31e|GRAM|RabGAP_TBC	IPR000054|IPR004182|IPR000195			Cluster 1	Seed	9,46281E+15	RPL31	200963_x_at|221592_at|221593_s_at	221593_s_at	TRUE	RPL31	P62899|Q6IRZ0|O95759
295	C1orf63	C1orf63	C1orf63	C1orf63	ENSG00000117616								Unclustered	625	C1orf63	209006_s_at|209007_s_at|215555_at|215556_at	215556_at	TRUE	C1orf63	Q49AA4|Q9BUV0|Q9GZP6
296	UCP2	UCP2	UCP2	UCP2	ENSG00000175567	C:mitochondrial inner membrane|P:proton transport|P:transport|C:integral to membrane|C:membrane|C:mitochondrion|F:binding|F:transporter activity|P:mitochondrial transport	5743|15992|6810|16021|16020|5739|5488|5215|6839	Aden_trnslctor|Mit_carrier|Mit_uncoupling|Mitoch_carrier	IPR002113|IPR002067|IPR002030|IPR001993				Unclustered	2,22222E+15	UCP2	208997_s_at|208998_at	208998_at	TRUE	UCP2	P55851|Q53HM3
299	MYH9	MYH9	MYH9	MYH9	ENSG00000100345	C:myosin|F:ATP binding|F:motor activity	16459|5524|3774	IQ_CaM_bd_region|Myosin_head|Myosin_N|Myosin_tail	IPR000048|IPR001609|IPR004009|IPR002928	Tight junction|Regulation of actin cytoskeleton	4530|4810		Unclustered	0	MYH9	211926_s_at	211926_s_at	TRUE	MYH9	P35579|Q14780|Q5BKV1|Q60FE2|Q6ZNL4|Q86T83|Q86XU5|Q99529|Q9UMJ0
300	ARL6IP2	ARL6IP2		ARL6IP2		F:GTP binding|F:GTPase activity|P:immune response	5525|3924|6955					Cluster 34	Clustered	56	ARL6IP2	217579_x_at|217580_x_at	217580_x_at	TRUE	ARL6IP2	Q7Z630|Q9H5M7
301	AD7C-NTP	AD7C-NTP		AD7C-NTP		C:extracellular space|C:integral to membrane|P:apoptosis|P:central nervous system development	5615|16021|6915|7417					Cluster 34	Clustered	625	AD7C-NTP	207953_at|208014_x_at	208014_x_at	TRUE	AD7C-NTP	O60448
302	CORO1A	CORO1A	CORO1A	CORO1A	ENSG00000102879	C:actin cytoskeleton|C:lysosomal membrane|F:structural molecule activity|P:mitosis	15629|5765|5198|7067	Coronin|DUF1899|DUF1900|WD40	IPR015505|IPR015048|IPR015049|IPR001680				Unclustered	0	CORO1A	209083_at	209083_at	TRUE	CORO1A	P31146|Q2YD73|Q59G88
303	ZMYND11	ZMYND11	ZMYND11	ZMYND11	ENSG00000015171	C:nucleus|P:cell proliferation|P:negative regulation of transcription from R...|F:zinc ion binding|F:protein binding|P:regulation of transcription, DNA-dependent	5634|8283|122|8270|5515|6355	Bromodomain|PWWP|Znf_MYND|Znf_PHD|Znf_RING	IPR001487|IPR000313|IPR002893|IPR001965|IPR001841				Unclustered	1875	ZMYND11	202136_at|202137_s_at	202137_s_at	TRUE	ZMYND11	Q15326|Q5BJG6|Q5UGI2|Q6PJR5|Q8N4B3|Q8NCR7
304	TOMM20	TOMM20	TOMM20	TOMM20	ENSG00000173726	C:mitochondrial outer membrane translocase co...|F:protein translocase activity|P:protein targeting to mitochondrion|P:protein targeting	5742|15450|6626|6605	MAS20_rcpt	IPR002056				Unclustered	1875	TOMM20	200662_s_at|212773_s_at	212773_s_at	TRUE	TOMM20	Q15388|Q498B3|Q6IBT4
305	HNRPK	HNRPK	HNRPK	HNRPK	ENSG00000165119	F:protein binding|C:ribonucleoprotein complex|F:RNA binding|F:nucleic acid binding	5515|30529|3723|3676	KH|KH_type_1|ROK_N	IPR004087|IPR004088|IPR012987				Unclustered	6,66667E+15	HNRPK	200097_s_at|200775_s_at	200775_s_at	TRUE	HNRPK	P61978|Q59F98|Q5EC54|Q6IBN1
306	FLJ12151	FLJ12151		FLJ12151								Cluster 3	Clustered	4,54545E+15	FLJ12151	215373_x_at	215373_x_at	TRUE	FLJ12151	Q9HA69
307	SUMO1	SUMO1	SUMO1	SUMO1	ENSG00000116030	F:protein binding|P:negative regulation of transcription|P:negative regulation of transcription factor...|P:protein sumoylation	5515|16481|43433|16925	Ubiquitin	IPR000626				Unclustered	0	SUMO1	208761_s_at|208762_at|211069_s_at|216556_x_at	216556_x_at	TRUE	SUMO1	P63165|---
308	211650_x_at	211650_x_at		211650_x_at				Ig-like|Ig-like_fold|Ig_V-set|Ig_V-set_sub	IPR007110|IPR013783|IPR013106|IPR003596				Unclustered	16	211650_x_at	211650_x_at	211650_x_at	TRUE	211650_x_at	Q9UL88
309	ADRM1	ADRM1	ADRM1	ADRM1	ENSG00000130706	C:integral to plasma membrane|C:membrane fraction|C:integral to membrane|P:cell adhesion	5887|5624|16021|7155	ARM_1	IPR006773				Unclustered	625	ADRM1	201281_at	201281_at	TRUE	ADRM1	Q16186|Q68E00|Q96FJ7
310	IGHD	IGHD		IGHD		C:integral to membrane|C:membrane|F:MHC class I receptor activity|P:antigen presentation, endogenous antigen|P:antigen processing, endogenous antigen via ...	16021|16020|30106|19883|19885	Ig|Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|Ig_V-set|Ig_V-set_sub	IPR013151|IPR007110|IPR013783|IPR003597|IPR003006|IPR013106|IPR003596				Unclustered	0	IGHD	213674_x_at	213674_x_at	TRUE	IGHD	Q6P4I8|Q8NF20|Q8WU38
311	POLR2L	POLR2L	POLR2L	POLR2L	ENSG00000177700	F:DNA binding|F:DNA-directed RNA polymerase activity|P:regulation of transcription	3677|3899|45449	Homeodomain-rel|RNA_pol_N/8_sub	IPR012287|IPR000268	Purine metabolism|Pyrimidine metabolism|RNA polymerase	230|240|3020		Unclustered	6,66667E+15	POLR2L	202586_at|211730_s_at	211730_s_at	TRUE	POLR2L	P62875|Q6FHX3
312	HLA-B	HLA-B	HLA-B	HLA-B	ENSG00000198638	C:integral to plasma membrane|F:MHC class I receptor activity|P:immune response|C:membrane fraction|P:defense response|C:MHC class I protein complex|P:antigen presentation|C:integral to membrane|P:antigen presentation, endogenous antigen|P:antigen processing, endogenous antigen via ...	5887|30106|6955|5624|6952|42612|19882|16021|19883|19885	Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|MHC_I_alpha_A1A2|MHC_I_alpha_C	IPR007110|IPR013783|IPR003597|IPR003006|IPR001039|IPR010579	Cell adhesion molecules (CAMs)|Antigen processing and presentation|Natural killer cell mediated cytotoxicity|Type I diabetes mellitus	4514|4612|4650|4940	Cluster 5	Clustered	30625	HLA-B	208729_x_at|209140_x_at|211911_x_at	211911_x_at	TRUE	HLA-B	O02874|O19189|O19508|O19554|O19589|O19626|O19644|O19646|O19648|O19691|O19755|O19781|O19782|O19790|O78043|O78182|O78183|O78189|O98221|P01889|P03989|P10319|P18463|P18464|P18465|P30460|P30461|P30464|P30466|P30475|P30479|P30480|P30481|P30483|P30484|P30485|P30486|P30487|P30488|P30492|P30493|P30495|P30498|P30685|P79543|P79549|P79612|Q04826|Q08173|Q29637|Q29642|Q29644|Q29653|Q29654|Q29655|Q29656|Q29657|Q29666|Q29667|Q29669|Q29674|Q29676|Q29677|Q29694|Q29700|Q29701|Q29705|Q29708|Q29716|Q29718|Q29733|Q29748|Q29750|Q29760|Q29767|Q29836|Q29843|Q29844|Q29849|Q29853|Q29856|Q29911|Q29923|Q29928|Q29929|Q29930|Q29931|Q29932|Q29934|Q29938|Q29940|Q29941|Q29943|Q29948|Q29951|Q29952|Q29981|Q29985|Q2LC90|Q2LC91|Q2LC92|Q30172|Q30191|Q30206|Q30207|Q30210|Q31602|Q31610|Q31612|Q5SS57|Q5W3L5|Q6Q0M4|Q861E8|Q8MGZ8|Q8MHM6|Q8SP59|Q8SP60|Q8SP64|Q8SP65|Q8SP66|Q8TE31|Q8TE32|Q8WLQ8|Q8WLR3|Q8WWJ0|Q95346|Q95353|Q95365|Q95HL2|Q95HL7|Q95HL9|Q95HM0|Q95HM1|Q95HM4|Q95HM5|Q96DW9|Q9MY47|Q9MY73|Q9MYI6|Q9TPW6|Q29707|Q8WLQ9|Q8WLR0|Q8WLR2|O19650|Q29699|Q29761|Q29763|Q8SP61|Q8WZ43
313	POLR2J	POLR2J	POLR2J	POLR2J	ENSG00000197373	C:DNA-directed RNA polymerase II, core complex|F:DNA-directed RNA polymerase activity|P:transcription from RNA polymerase II promoter|C:nucleus|F:DNA binding|P:transcription|F:protein dimerization activity|F:transferase activity	5665|3899|6366|5634|3677|6350|46983|16740	RNA_pol_Rpb11_13-16kDa|RNAP_dimersation	IPR008193|IPR011261	Purine metabolism|Pyrimidine metabolism|RNA polymerase	230|240|3020	Cluster 33	Clustered	6,66667E+15	POLR2J	212782_x_at|214740_at|216242_x_at	216242_x_at	TRUE	POLR2J	P52435|Q59FR2|Q6P5R8|Q6PJD2|Q86TH9|Q8IZ67|Q8TDE6|Q9GZM3|Q9H1A7|Q9H1A8
314	ARF5	ARF5	ARF5	ARF5	ENSG00000004059	F:GTPase activity	3924	ARF|ARF/SAR|Ras_trnsfrmng|Small_GTP_bd	IPR006688|IPR006689|IPR001806|IPR005225			Cluster 33	Clustered	6,66667E+15	ARF5	201526_at	201526_at	TRUE	ARF5	P84085
315	CD164	CD164	CD164	CD164	ENSG00000135535	C:integral to plasma membrane|C:plasma membrane|P:cell adhesion|P:development|P:heterophilic cell adhesion|P:immune response|P:negative regulation of cell proliferation|P:signal transduction|C:endosome|P:hemopoiesis|P:negative regulation of cell adhesion	5887|5886|7155|7275|7157|6955|8285|7165|5768|30097|7162	CD164_MGC24	IPR007947				Unclustered	0	CD164	208405_s_at|208653_s_at|208654_s_at	208654_s_at	TRUE	CD164	O95413|Q04900|Q9BPV0|Q9NR26
316	TUFM	TUFM	TUFM	TUFM	ENSG00000178952	C:mitochondrion|F:translation elongation factor activity|P:translational elongation	5739|3746|6414	ProtSyn_GTP_bd|Transl_elong_EFTu/EF1A_2|Transl_elong_EFTu/EF1A_bac/org|Transl_elong_EFTu/EF1A_C	IPR000795|IPR004161|IPR004541|IPR004160				Unclustered	1125	TUFM	201113_at	201113_at	TRUE	TUFM	P49411
317	ZNF160	ZNF160		ZNF160		C:nucleus|P:hemopoiesis|P:regulation of transcription, DNA-dependent|F:nucleic acid binding|F:zinc ion binding|F:metal ion binding|P:transcription|C:intracellular	5634|30097|6355|3676|8270|46872|6350|5622	Znf_C2H2|Znf_C2H2_sub|KRAB	IPR007087|IPR007086|IPR001909			Cluster 3	Clustered	4,44753E+15	ZNF160	214715_x_at	214715_x_at	TRUE	ZNF160	O14889|Q14589|Q504Q8|Q68D23|Q9BVY9|Q9HCG1
318	TGFB1I1	TGFB1I1	TGFB1I1	TGFB1I1	ENSG00000140682	C:intracellular|F:androgen receptor binding|F:transcription coactivator activity|P:androgen receptor signaling pathway|P:positive regulation of transcription, DNA-d...|F:protein binding|P:cell adhesion|P:negative regulation of cell proliferation|P:positive regulation of transcription|P:transcription from RNA polymerase II promoter	5622|50681|3713|30521|45893|5515|7155|8285|45941|6366	LIM_Zn_bd	IPR001781				Unclustered	2,22222E+15	TGFB1I1	209651_at	209651_at	TRUE	TGFB1I1	O43294|Q9BPW3|Q9Y2V5
319	SMTN	SMTN	SMTN	SMTN	ENSG00000183963	C:actin cytoskeleton|F:actin binding|F:structural constituent of muscle|P:muscle development|P:smooth muscle contraction	15629|3779|8307|7517|6939	Calponin_act_bd	IPR001715				Unclustered	0	SMTN	207390_s_at|209427_at	209427_at	TRUE	SMTN	P53814|Q59F18|Q8N4H8|Q8WWW1|Q8WWW2|Q96EQ7
320	MEFV	MEFV		MEFV		C:microtubule associated complex|C:nucleus|F:actin binding|F:zinc ion binding|P:inflammatory response|C:intracellular	5875|5634|3779|8270|6954|5622	B302|Butyrophylin|DEATH_like|PAAD_DAPIN|PRY|SPRY_rcpt|Znf_Bbox	IPR001870|IPR003879|IPR011029|IPR004020|IPR006574|IPR003877|IPR000315			Cluster 34	Seed	6,66667E+15	MEFV	208262_x_at	208262_x_at	TRUE	MEFV	O15553|Q3MJ84
321	218041_x_at	218041_x_at	218041_x_at	218041_x_at	ENSG00000134294	C:membrane|F:amino acid-polyamine transporter activity|F:oxygen transporter activity|P:amino acid transport|P:oxygen transport	16020|5279|5344|6865|15671	AA_transpt_TM	IPR013057				Unclustered	625	218041_x_at	218041_x_at	218041_x_at	TRUE	218041_x_at	Q6IA88|Q6ZMG2|Q8NHT5|Q96QD8|Q9HAV3|Q9NVA8|Q9P1G5
322	CTA-246H3.1	CTA-246H3.1		CTA-246H3.1								Cluster 2	Clustered	5,57716E+15	CTA-246H3.1	215946_x_at	215946_x_at	TRUE	CTA-246H3.1	---
323	ARL8B	ARL8B	ARL8B	ARL8B	ENSG00000134108	C:cytoplasm|C:midbody|C:spindle midzone|F:alpha-tubulin binding|F:beta-tubulin binding|F:GDP binding|F:GTP binding|F:GTPase activity|P:chromosome segregation	5737|30496|51233|43014|48487|19003|5525|3924|7059	ARF|ARF/SAR|Ras_trnsfrmng|Small_GTP_bd	IPR006688|IPR006689|IPR001806|IPR005225				Unclustered	6,66667E+15	ARL8B	217852_s_at	217852_s_at	TRUE	ARL8B	Q9NVJ2
324	CDC5L	CDC5L	CDC5L	CDC5L	ENSG00000096401	C:nucleus|F:DNA binding|F:protein binding|P:regulation of transcription, DNA-dependent	5634|3677|5515|6355	Homeodomain-rel|Myb_DNA-bd|Myb_transfac|SANT_DNA-bd	IPR012287|IPR014778|IPR015495|IPR001005			Cluster 10	Clustered	16	CDC5L	209055_s_at|209056_s_at|209057_x_at|222179_at	222179_at	TRUE	CDC5L	Q99459|Q9UI77
325	220725_x_at	220725_x_at		220725_x_at		F:ATP binding|F:ATPase activity|C:dynein complex|F:microtubule motor activity|P:microtubule-based movement	5524|16887|30286|3777|7018	AAA+_ATPase_core|AAA_5|DHC_N2|Dynein_heavy	IPR003593|IPR011704|IPR013602|IPR004273			Cluster 10	Clustered	16	220725_x_at	220725_x_at	220725_x_at	TRUE	220725_x_at	O00437|Q3C0H2|Q8TD57|Q8WUP9|Q9H5D3|Q9UEM5|Q9UG35
326	HLA-DRA	HLA-DRA	HLA-DRA	HLA-DRA	ENSG00000168423	C:integral to plasma membrane|C:lysosome|C:plasma membrane|F:MHC class II receptor activity|P:immune response|C:membrane|P:antigen presentation, exogenous antigen|P:antigen processing, exogenous antigen via M...	5887|5764|5886|45012|6955|16020|19884|19886	Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|MHC_II_a_N|MHC_II_a/b_N	IPR007110|IPR013783|IPR003597|IPR003006|IPR001003|IPR014745	Cell adhesion molecules (CAMs)|Antigen processing and presentation|Hematopoietic cell lineage|Type I diabetes mellitus	4514|4612|4640|4940		Unclustered	108	HLA-DRA	208894_at|210982_s_at	210982_s_at	TRUE	HLA-DRA	O19716|O19720|P01903|Q29868|Q30118|Q59GE3|Q6IAZ1|Q9TP70
327	HLA-DMB	HLA-DMB	HLA-DMB	HLA-DMB	ENSG00000112091	P:detection of pest, pathogen or parasite|C:integral to membrane|C:membrane|F:MHC class II receptor activity|P:antigen presentation, exogenous antigen|P:antigen processing, exogenous antigen via M...|P:immune response	9596|16021|16020|45012|19884|19886|6955	Ig|Ig-like|Ig-like_fold|Ig_C1-set|Ig_MHC|MHC_II_a/b_N|MHC_II_b_N	IPR013151|IPR007110|IPR013783|IPR003597|IPR003006|IPR014745|IPR000353	Cell adhesion molecules (CAMs)|Antigen processing and presentation|Type I diabetes mellitus	4514|4612|4940		Unclustered	0	HLA-DMB	203932_at	203932_at	TRUE	HLA-DMB	P28068|Q58ZE2|Q59F83|Q6LEU6
328	GLTSCR2	GLTSCR2	GLTSCR2	GLTSCR2	ENSG00000105373	C:intracellular	5622	Gltscr2|P60_like	IPR011211|IPR011687				Unclustered	1125	GLTSCR2	217807_s_at	217807_s_at	TRUE	GLTSCR2	Q53YP0|Q7L4X7|Q96CS0|Q9H7J4|Q9NZM5|Q9P0B0
